iter,particle_idx,x,y,fitness
2,3,-8.150222e-01,-3.325828e+00,1.172539e+01
2,4,1.955413e+00,-1.039862e+01,5.464150e+01
2,5,-1.573781e+00,-6.413615e+00,4.361125e+01
2,6,-1.217357e+00,3.860259e+00,1.638356e+01
2,7,-2.336503e-01,-1.836587e+00,3.427646e+00
2,8,-9.239712e+00,1.708633e+00,8.829171e+01
2,9,3.882321e-01,-1.484356e+01,9.120694e+01
2,10,-2.024353e-01,-4.118820e+00,1.700566e+01
2,11,-8.033019e+00,-4.864126e+00,2.598202e+01
2,12,-4.699832e+00,-6.689459e+00,6.683728e+01
2,13,7.670799e+00,-1.337617e+00,5.702753e+01
2,14,9.650933e+00,-8.458371e+00,3.408099e+01
2,15,3.606151e+00,-9.900149e-01,1.398445e+01
2,16,4.011964e+00,-3.289261e+00,2.153007e+01
2,17,1.265764e+00,-2.291670e+00,6.853910e+00
2,18,3.259627e+00,5.550954e-01,1.093330e+01
2,19,-4.433676e+00,-1.155303e+00,2.099221e+01
3,0,4.951956e+00,1.170235e+00,2.589131e+01
3,1,6.271703e-01,-1.680538e+00,3.217550e+00
3,2,-4.072770e-01,2.191570e+00,3.006359e-01
3,3,-7.048699e-01,1.703563e+00,3.398967e+00
3,4,1.739607e+00,-4.448708e+00,2.281724e+01
3,5,1.736505e+00,2.711541e+00,1.036790e+01
3,6,-2.093126e+00,2.596184e+00,1.112135e+01
3,7,-2.185272e+00,-2.647265e+00,3.427646e+00
3,8,-5.004530e+00,7.732791e-01,2.564328e+01
3,9,1.888680e+00,-7.940926e+00,6.662542e+01
3,10,1.211986e+00,-2.315833e-01,1.522541e+00
3,11,-8.184706e+00,-4.093369e+00,2.598202e+01
3,12,-1.649180e+00,-1.058411e+01,6.683728e+01
3,13,6.396216e+00,4.034384e+00,5.702753e+01
3,14,5.083108e+00,2.249556e-01,2.588860e+01
3,15,3.606151e+00,-9.900149e-01,1.398445e+01
3,16,4.704333e+00,-2.214551e+00,2.153007e+01
3,17,1.265764e+00,-2.291670e+00,6.853910e+00
3,18,3.955713e+00,-4.232972e-01,1.093330e+01
3,19,-4.757080e-01,-2.238626e+00,5.237744e+00
4,0,1.327159e+00,1.817161e+00,5.063424e+00
4,1,-2.302605e+00,-7.191479e-01,3.217550e+00
4,2,-4.945219e-01,3.424952e+00,3.006359e-01
4,3,-5.441482e-01,5.111040e+00,3.398967e+00
4,4,-1.746657e+00,5.551292e+00,2.281724e+01
4,5,4.696491e+00,1.087105e+01,1.036790e+01
4,6,-4.874966e-01,-2.073162e+00,4.535653e+00
4,7,-1.065324e+00,-2.642813e+00,3.427646e+00
4,8,4.667233e+00,-3.436720e+00,2.564328e+01
4,9,3.186482e+00,2.059074e+00,1.439345e+01
4,10,2.009450e+00,1.960078e+00,1.522541e+00
4,11,1.815294e+00,-1.069854e-01,3.306740e+00
4,12,-2.286412e+00,-2.098176e+00,9.630022e+00
4,13,-2.200724e+00,6.300449e+00,4.453885e+01
4,14,1.467496e+00,5.742278e+00,2.588860e+01
4,15,3.606151e+00,-9.900149e-01,1.398445e+01
4,16,-5.295667e+00,1.382870e+00,2.153007e+01
4,17,1.265764e+00,-2.291670e+00,6.853910e+00
4,18,-6.861360e-01,-9.571005e-01,1.386824e+00
4,19,1.657445e+00,-2.822485e+00,5.237744e+00
5,0,-1.158082e+00,1.636037e-01,1.367919e+00
5,1,-5.123286e-01,-1.190065e+00,1.678736e+00
5,2,-5.997752e-01,-2.068065e+00,3.006359e-01
5,3,-5.048436e-01,3.861387e+00,3.398967e+00
5,4,-3.214803e+00,2.598881e+00,1.708914e+01
5,5,-1.413669e+00,1.065847e+01,1.036790e+01
5,6,6.715274e-01,-4.801929e+00,4.535653e+00
5,7,1.670525e+00,-1.677037e+00,3.427646e+00
5,8,-3.574946e-01,-4.251946e+00,1.820684e+01
5,9,3.255003e+00,1.037416e+01,1.439345e+01
5,10,1.113682e+00,-7.172694e-01,1.522541e+00
5,11,7.090252e+00,1.960372e+00,3.306740e+00
5,12,1.322387e+00,6.023087e+00,9.630022e+00
5,13,-9.310201e+00,-1.276436e+00,4.453885e+01
5,14,4.390173e+00,3.753055e+00,2.588860e+01
5,15,3.606151e+00,-9.900149e-01,1.398445e+01
5,16,9.060695e-02,2.159240e+00,4.670528e+00
5,17,-1.662432e-01,-4.295701e-01,2.121673e-01
5,18,-4.516736e+00,-1.397612e+00,1.386824e+00
5,19,-6.224234e-01,-2.214119e+00,5.237744e+00
6,0,-2.177814e+00,-5.148761e-01,1.367919e+00
6,1,2.192695e-01,-3.752766e-01,1.889116e-01
6,2,-5.254574e-01,-1.416556e+00,3.006359e-01
6,3,-7.894167e-01,-2.386094e+00,3.398967e+00
6,4,-1.408794e+00,1.312799e+00,3.708142e+00
6,5,-1.196224e+00,6.584682e-01,1.864532e+00
6,6,6.588392e-01,-2.489002e+00,4.535653e+00
6,7,-1.281815e-01,-1.534510e+00,2.371151e+00
6,8,-2.588315e+00,-1.415264e+00,8.702345e+00
6,9,1.625621e+00,3.741571e-01,2.782637e+00
6,10,6.057626e-01,-1.483689e+00,1.522541e+00
6,11,-1.056800e+00,-1.597150e+00,3.306740e+00
6,12,2.045248e+00,5.631052e+00,9.630022e+00
6,13,-4.944501e+00,-1.440541e+00,2.652325e+01
6,14,6.876912e+00,-5.252144e+00,2.588860e+01
6,15,6.145902e-01,1.483574e+00,2.578714e+00
6,16,4.679755e+00,1.015816e+00,4.670528e+00
6,17,-1.007391e+00,6.642099e-01,2.121673e-01
6,18,8.995905e-01,1.606436e-01,8.350694e-01
6,19,-1.929761e+00,-4.281741e-01,3.907312e+00
7,0,1.534725e+00,1.056556e-01,1.367919e+00
7,1,5.442068e-01,-1.339039e-02,1.889116e-01
7,2,-2.710264e-01,5.597942e-01,3.006359e-01
7,3,-4.846078e-01,1.383733e+00,2.149561e+00
7,4,-2.699473e-01,1.076798e-01,8.446649e-02
7,5,-1.108547e+00,-3.373684e+00,1.864532e+00
7,6,-1.339183e+00,3.206157e-01,1.896206e+00
7,7,-1.730234e+00,-1.407565e+00,2.371151e+00
7,8,-3.932658e+00,1.064279e+00,8.702345e+00
7,9,-3.506343e-01,-8.798449e+00,2.782637e+00
7,10,4.165841e-01,3.098720e-01,2.695629e-01
7,11,-3.632258e+00,-3.117666e+00,3.306740e+00
7,12,-2.231063e+00,-3.193107e+00,9.630022e+00
7,13,-2.596625e+00,-2.326145e+00,1.215341e+01
7,14,-1.262825e+00,-3.978341e+00,1.742192e+01
7,15,-1.446085e+00,3.187456e+00,2.578714e+00
7,16,-4.017165e+00,-3.475419e-01,4.670528e+00
7,17,2.880934e-01,3.060325e-02,8.393435e-02
7,18,3.952915e+00,4.779508e-01,8.350694e-01
7,19,2.659933e-01,1.631992e+00,2.734149e+00
8,0,1.072759e+00,3.702760e-01,1.287916e+00
8,1,2.811194e-01,-3.450554e-01,1.889116e-01
8,2,-1.553755e-01,-1.198070e-01,3.849524e-02
8,3,-2.256030e-01,2.145610e+00,2.149561e+00
8,4,2.990533e-01,-4.944323e-01,8.446649e-02
8,5,-6.089091e-01,2.890515e-01,4.543210e-01
8,6,-2.343496e+00,2.176229e+00,1.896206e+00
8,7,-7.159366e-01,8.262368e-01,1.195232e+00
8,8,-1.033025e+00,-2.109186e+00,5.515805e+00
8,9,-1.007163e+00,-9.647440e+00,2.782637e+00
8,10,3.167126e-01,1.256732e+00,2.695629e-01
8,11,-2.364639e+00,3.053029e+00,3.306740e+00
8,12,8.225540e-01,-3.731694e+00,9.630022e+00
8,13,-1.257606e+00,-2.487309e+00,7.768281e+00
8,14,-2.453152e+00,4.107312e+00,1.742192e+01
8,15,1.860966e+00,7.245733e-01,2.578714e+00
8,16,-2.455259e+00,-1.103940e-01,4.670528e+00
8,17,1.183651e+00,-4.074037e-01,8.393435e-02
8,18,-8.597697e-01,2.186793e-01,7.870245e-01
8,19,2.371553e+00,1.035596e+00,2.734149e+00
9,0,-4.993547e-01,4.308957e-01,4.350262e-01
9,1,-6.841005e-02,-4.473670e-01,1.889116e-01
9,2,-5.562679e-02,-7.059615e-01,3.849524e-02
9,3,-2.187901e-01,1.793185e+00,2.149561e+00
9,4,-2.787207e-01,-7.677142e-01,8.446649e-02
9,5,-1.055904e-01,2.809715e+00,4.543210e-01
9,6,-1.800112e+00,-6.505614e-01,1.896206e+00
9,7,-6.686208e-02,2.255702e+00,1.195232e+00
9,8,9.602450e-01,-1.866538e+00,4.406036e+00
9,9,2.166703e+00,3.525603e-01,2.782637e+00
9,10,4.023673e-01,-7.989948e-01,2.695629e-01
9,11,3.237787e+00,2.971704e+00,3.306740e+00
9,12,5.740009e-01,-2.814955e-01,4.087167e-01
9,13,-5.725805e-01,-2.569759e+00,6.931511e+00
9,14,-1.683739e+00,4.867059e+00,1.742192e+01
9,15,1.285347e+00,5.930244e-01,2.003796e+00
9,16,-9.171911e-01,1.334011e+00,2.620824e+00
9,17,4.496254e-01,-8.123884e-02,8.393435e-02
9,18,-3.426169e+00,-2.790987e-01,7.870245e-01
9,19,-1.369427e+00,1.112805e+00,2.734149e+00
10,0,-7.002416e-01,3.585706e-01,4.350262e-01
10,1,-2.340292e-01,-3.334714e-01,1.659728e-01
10,2,-1.839917e-01,-6.549014e-01,3.849524e-02
10,3,-5.078030e-01,1.007456e+00,1.272831e+00
10,4,-6.930738e-01,8.284143e-01,8.446649e-02
10,5,-1.225764e-01,1.610045e+00,4.543210e-01
10,6,-2.817387e-01,-2.827247e+00,1.896206e+00
10,7,-3.998571e-01,2.583245e-01,2.266172e-01
10,8,2.482220e+00,7.512205e-01,4.406036e+00
10,9,2.035624e+00,9.049612e+00,2.782637e+00
10,10,4.941353e-01,-1.266413e+00,2.695629e-01
10,11,4.698047e+00,1.487071e+00,3.306740e+00
10,12,3.849820e-01,2.342301e+00,4.087167e-01
10,13,1.198601e+00,-5.656810e-01,1.756639e+00
10,14,3.165531e+00,-5.132941e+00,1.742192e+01
10,15,7.958999e-01,4.811686e-01,8.649799e-01
10,16,7.511818e-01,1.040891e+00,1.647728e+00
10,17,-4.236363e-01,2.888353e-01,8.393435e-02
10,18,4.649904e-01,1.481474e-01,2.381637e-01
10,19,-1.902367e+00,4.111487e-01,2.734149e+00
11,0,-5.089772e-01,-3.231419e-01,3.634785e-01
11,1,-3.777925e-01,3.707613e-02,1.441018e-01
11,2,-2.751522e-01,2.570958e-01,3.849524e-02
11,3,-6.521041e-01,-1.890819e-01,4.609917e-01
11,4,-7.811546e-01,1.124815e+00,8.446649e-02
11,5,-6.398304e-01,-6.525831e-01,4.543210e-01
11,6,-3.982478e-01,-7.671663e-01,7.471455e-01
11,7,-5.415512e-01,-5.915887e-01,2.266172e-01
11,8,7.416916e-01,-1.577111e+00,3.037386e+00
11,9,1.045570e+00,6.650222e+00,2.782637e+00
11,10,4.038936e-01,9.221314e-01,2.695629e-01
11,11,2.064270e+00,-2.276810e+00,3.306740e+00
11,12,5.854032e-01,3.155366e+00,4.087167e-01
11,13,1.985059e+00,1.479607e+00,1.756639e+00
11,14,3.692446e+00,-9.222801e+00,1.742192e+01
11,15,3.889231e-01,3.881603e-01,3.019296e-01
11,16,1.949932e+00,-1.028368e-02,1.647728e+00
11,17,3.634267e-02,1.279962e-01,1.770382e-02
11,18,2.354553e+00,2.998248e-01,2.381637e-01
11,19,-1.120317e+00,1.423613e+00,2.734149e+00
12,0,-3.280528e-01,-6.290320e-01,3.634785e-01
12,1,-2.338815e-01,2.177143e-01,1.021001e-01
12,2,-7.830662e-02,-3.508788e-01,3.849524e-02
12,3,-6.684853e-01,-6.562447e-01,4.609917e-01
12,4,-4.496735e-01,-9.453754e-01,8.446649e-02
12,5,-8.574278e-01,-1.471715e+00,4.543210e-01
12,6,-4.721435e-01,5.539090e-01,5.297346e-01
12,7,-2.778379e-01,7.153544e-02,8.231122e-02
12,8,-1.338881e-01,-7.383166e-01,5.630374e-01
12,9,2.482003e-01,5.384398e-01,3.515208e-01
12,10,3.519131e-01,2.057835e+00,2.695629e-01
12,11,5.447005e-02,-1.691108e+00,2.862812e+00
12,12,7.205377e-01,-5.551743e+00,4.087167e-01
12,13,1.501288e+00,1.425295e+00,1.756639e+00
12,14,-2.997338e+00,7.771993e-01,9.588071e+00
12,15,3.260858e-02,3.067300e-01,9.514662e-02
12,16,1.195186e+00,-4.388833e-01,1.621087e+00
12,17,2.471458e-01,5.428551e-02,1.770382e-02
12,18,2.166805e-01,2.692949e-01,1.194702e-01
12,19,2.843150e+00,1.789506e+00,2.734149e+00
13,0,-2.392699e-01,5.873267e-01,3.634785e-01
13,1,-3.221166e-02,3.081905e-02,1.987405e-03
13,2,-1.074791e-01,-4.873739e-01,3.849524e-02
13,3,-4.414340e-01,-5.880673e-01,4.609917e-01
13,4,1.381272e-01,-9.390607e-01,8.446649e-02
13,5,-6.473076e-01,-1.291552e+00,4.543210e-01
13,6,-3.233148e-01,9.701153e-01,5.297346e-01
13,7,-8.035178e-02,5.681270e-01,8.231122e-02
13,8,-8.799185e-01,3.360368e-01,5.630374e-01
13,9,-2.346451e-01,-4.161698e+00,3.515208e-01
13,10,4.532926e-01,1.451395e+00,2.695629e-01
13,11,-1.067376e+00,7.302705e-01,1.672587e+00
13,12,6.541157e-01,3.810287e-01,4.087167e-01
13,13,3.807666e-01,-3.099079e+00,1.756639e+00
13,14,-3.099107e+00,4.948733e+00,9.588071e+00
13,15,-1.331940e-01,2.688384e-01,9.001470e-02
13,16,5.683938e-01,-3.985761e-01,4.819344e-01
13,17,-1.416506e-01,6.320565e-02,1.770382e-02
13,18,-1.410322e+00,1.259203e-01,1.194702e-01
13,19,6.842950e-01,6.705098e-01,9.178430e-01
14,0,-4.741277e-01,-7.802054e-01,3.634785e-01
14,1,5.046469e-02,-4.580031e-02,1.987405e-03
14,2,-5.548656e-02,-2.531544e-01,3.849524e-02
14,3,-2.575176e-01,-3.163111e-01,1.663680e-01
14,4,4.282647e-02,-4.327974e-01,8.446649e-02
14,5,-1.893225e-01,1.012735e+00,4.543210e-01
14,6,-3.331834e-01,-7.164737e-01,5.297346e-01
14,7,-4.081136e-01,-4.241964e-01,8.231122e-02
14,8,4.043753e-01,6.583716e-01,5.630374e-01
14,9,7.456817e-01,-5.302613e-01,3.515208e-01
14,10,4.514930e-01,-1.861908e+00,2.695629e-01
14,11,-1.308854e-01,1.945128e+00,1.672587e+00
14,12,5.405458e-01,2.945749e+00,4.087167e-01
14,13,6.321516e-01,-4.107384e+00,1.756639e+00
14,14,-1.546234e+00,6.095385e+00,9.588071e+00
14,15,-2.020256e-01,2.531079e-01,9.001470e-02
14,16,-1.522019e-01,1.113384e-01,3.556165e-02
14,17,-2.153455e-01,1.874378e-01,1.770382e-02
14,18,8.526943e-01,2.156075e-01,1.194702e-01
14,19,-9.570071e-01,-5.477694e-02,9.178430e-01
15,0,-5.405663e-01,-1.508616e+00,3.634785e-01
15,1,-3.452607e-02,5.342348e-02,1.987405e-03
15,2,-8.305919e-02,1.764946e-01,3.804917e-02
15,3,-2.343991e-02,8.494881e-02,7.765730e-03
15,4,-5.093611e-01,7.551079e-01,8.446649e-02
15,5,-3.189593e-01,5.204774e-01,3.726318e-01
15,6,-3.504679e-01,3.526624e-01,2.471986e-01
15,7,-3.113813e-01,-6.076858e-02,8.231122e-02
15,8,2.493204e-01,-7.360902e-01,5.630374e-01
15,9,2.111149e-01,3.265341e+00,3.515208e-01
15,10,3.685962e-01,1.098775e+00,2.695629e-01
15,11,2.089634e-02,1.062191e+00,1.128686e+00
15,12,5.331104e-01,-1.747241e+00,4.087167e-01
15,13,1.160969e+00,1.653717e+00,1.756639e+00
15,14,-2.929842e-01,5.787873e+00,9.588071e+00
15,15,-1.387270e-01,2.026353e-01,6.030626e-02
15,16,-2.137215e-01,3.368796e-01,3.556165e-02
15,17,2.967190e-01,1.471023e-01,1.770382e-02
15,18,1.123005e+00,2.337242e-01,1.194702e-01
15,19,1.222742e+00,9.140485e-01,9.178430e-01
16,0,-4.594379e-01,-1.472254e+00,3.634785e-01
16,1,-9.807521e-02,1.186766e-01,1.987405e-03
16,2,-5.635512e-02,5.327798e-01,3.804917e-02
16,3,1.867533e-01,4.452655e-01,7.765730e-03
16,4,-8.218174e-01,1.165541e+00,8.446649e-02
16,5,-3.889625e-01,-4.997131e-01,3.726318e-01
16,6,-2.928771e-01,1.035244e+00,2.471986e-01
16,7,-1.981676e-01,3.858632e-01,8.231122e-02
16,8,-5.780138e-01,-9.918765e-01,5.630374e-01
16,9,-1.140019e-01,-1.857429e+00,3.515208e-01
16,10,4.042654e-01,2.104047e+00,2.695629e-01
16,11,2.251179e-01,4.849616e-01,2.858658e-01
16,12,6.320356e-01,-4.084205e+00,4.087167e-01
16,13,1.425083e+00,7.489537e-01,1.756639e+00
16,14,-1.416109e+00,-1.890635e+00,5.579868e+00
16,15,-1.022999e-01,8.100349e-02,1.702684e-02
16,16,-1.084173e-01,4.574653e-03,1.177524e-02
16,17,3.233369e-01,8.477844e-02,1.770382e-02
16,18,-4.009530e-02,2.522973e-01,6.526157e-02
16,19,2.657659e+00,6.649933e-01,9.178430e-01
17,0,-3.676231e-01,1.023419e+00,3.634785e-01
17,1,-1.368795e-01,2.533587e-02,1.987405e-03
17,2,-4.232361e-02,3.031226e-02,2.710121e-03
17,3,-3.829968e-02,2.159187e-01,7.765730e-03
17,4,-5.205456e-01,-4.965217e-01,8.446649e-02
17,5,-3.210966e-01,-5.470632e-01,3.726318e-01
17,6,-2.813302e-01,-5.344933e-01,2.471986e-01
17,7,-2.943813e-01,-7.665575e-02,8.231122e-02
17,8,-7.140238e-01,1.812847e-01,5.426941e-01
17,9,6.383045e-01,-2.274499e+00,3.515208e-01
17,10,4.467524e-01,-7.438676e-01,2.695629e-01
17,11,5.072271e-01,3.575974e-02,2.585580e-01
17,12,1.895150e-01,1.031676e+00,4.087167e-01
17,13,1.188592e+00,-2.360269e+00,1.756639e+00
17,14,-9.723018e-01,-6.992792e+00,5.579868e+00
17,15,-7.920512e-02,-1.209157e-01,1.702684e-02
17,16,-2.394660e-02,-2.619866e-01,1.177524e-02
17,17,-2.414883e-01,2.015708e-02,1.770382e-02
17,18,-9.655976e-01,1.146118e-01,6.526157e-02
17,19,1.677603e+00,1.565617e-01,9.178430e-01
18,0,-9.793217e-02,5.718777e-01,3.366348e-01
18,1,1.441706e-01,-1.413209e-02,1.987405e-03
18,2,-2.582166e-02,-3.866253e-01,2.710121e-03
18,3,-2.051618e-01,-1.460737e-01,7.765730e-03
18,4,2.580076e-01,-9.551893e-01,8.446649e-02
18,5,-2.619733e-01,1.150981e+00,3.726318e-01
18,6,-3.302735e-01,-2.529157e-01,1.730470e-01
18,7,-3.030747e-01,-3.270004e-02,8.231122e-02
18,8,-6.331393e-01,6.752458e-01,5.426941e-01
18,9,2.815794e-01,3.326043e+00,3.515208e-01
18,10,5.331535e-01,-1.821778e+00,2.695629e-01
18,11,6.813270e-01,-2.414593e-01,2.585580e-01
18,12,9.691039e-02,4.339647e+00,4.087167e-01
18,13,8.482166e-01,-4.214847e-02,7.212478e-01
18,14,-7.220313e-01,-5.219776e-01,7.937899e-01
18,15,-8.177513e-02,-3.357153e-02,7.814219e-03
18,16,-6.397461e-02,-1.398733e-01,1.177524e-02
18,17,-3.710013e-01,6.890385e-02,1.770382e-02
18,18,-5.495944e-01,1.993361e-01,6.526157e-02
18,19,-2.233284e+00,1.052463e-01,9.178430e-01
19,0,1.388380e-01,-1.120612e-01,3.183369e-02
19,1,2.326280e-01,-1.854052e-02,1.987405e-03
19,2,-3.599872e-02,-1.490667e-01,2.710121e-03
19,3,2.399949e-01,-1.569892e-01,7.765730e-03
19,4,-2.241062e-01,1.353297e+00,8.446649e-02
19,5,-2.236282e-01,1.421771e+00,3.726318e-01
19,6,-2.976621e-01,1.927352e-01,1.257495e-01
19,7,-2.633727e-01,1.927779e-01,8.231122e-02
19,8,-4.008931e-01,3.335043e-01,2.719404e-01
19,9,-6.422547e-03,2.700985e+00,3.515208e-01
19,10,5.359150e-01,-6.344684e-01,2.695629e-01
19,11,6.778907e-01,-3.422102e-02,2.585580e-01
19,12,1.014418e+00,-3.483330e+00,4.087167e-01
19,13,3.008599e-01,7.031569e-01,5.849464e-01
19,14,1.070176e-01,2.557508e+00,7.937899e-01
19,15,-8.407550e-02,4.460878e-02,7.814219e-03
19,16,-1.449546e-01,1.514262e-02,1.177524e-02
19,17,-1.706088e-01,8.845487e-02,1.770382e-02
19,18,1.128015e+00,2.986278e-01,6.526157e-02
19,19,-2.294042e+00,7.144425e-01,9.178430e-01
20,0,1.628179e-01,-4.363921e-01,3.183369e-02
20,1,6.369882e-02,7.983190e-02,1.987405e-03
20,2,-4.598489e-02,3.093729e-02,2.710121e-03
20,3,1.545504e-01,4.519295e-01,7.765730e-03
20,4,-2.417796e-01,1.044555e+00,8.446649e-02
20,5,-2.955395e-01,-4.595308e-01,2.985121e-01
20,6,-2.509636e-01,4.461768e-01,1.257495e-01
20,7,-2.528462e-01,3.032646e-01,8.231122e-02
20,8,-5.666696e-02,-1.526114e-01,2.650139e-02
20,9,2.106528e-01,-8.271325e-01,3.515208e-01
20,10,4.942110e-01,1.961897e+00,2.695629e-01
20,11,3.000953e-01,2.297685e-01,1.428508e-01
20,12,9.102621e-01,-3.643891e+00,4.087167e-01
20,13,4.640917e-02,5.214584e-01,2.740727e-01
20,14,-5.025375e-01,-1.130963e+00,7.937899e-01
20,15,-7.890426e-02,-4.270837e-02,7.814219e-03
20,16,-1.311711e-01,7.888384e-02,1.177524e-02
20,17,1.869314e-01,3.760891e-02,1.770382e-02
20,18,2.959275e-01,2.419445e-01,6.526157e-02
20,19,2.512170e+00,1.062749e-01,9.178430e-01
21,0,-9.153660e-02,-5.521093e-02,1.142720e-02
21,1,-1.637480e-01,6.098942e-02,1.987405e-03
21,2,-3.840085e-02,1.704102e-01,2.710121e-03
21,3,-1.613187e-01,2.418313e-01,7.765730e-03
21,4,-2.194521e-01,2.048768e-01,8.446649e-02
21,5,-3.070841e-01,-1.361072e+00,2.985121e-01
21,6,-2.688850e-01,2.066164e-03,7.230344e-02
21,7,-1.913551e-01,-5.017423e-02,3.913424e-02
21,8,1.874731e-01,-4.973856e-01,2.650139e-02
21,9,7.547221e-02,-1.697975e+00,3.515208e-01
21,10,3.258757e-01,-2.573124e-01,1.724046e-01
21,11,5.115584e-02,4.037183e-01,1.428508e-01
21,12,-3.937219e-01,-2.425103e+00,4.087167e-01
21,13,-1.398113e-01,3.884818e-01,1.704653e-01
21,14,-6.127148e-01,-2.137547e+00,7.937899e-01
21,15,-7.991853e-02,-8.536092e-02,7.814219e-03
21,16,-6.488913e-02,1.164731e-02,4.346260e-03
21,17,7.630288e-02,6.856608e-02,1.052344e-02
21,18,-4.206976e-01,1.259792e-01,6.526157e-02
21,19,2.579324e+00,3.947560e-01,9.178430e-01
22,0,-2.137338e-01,3.102371e-01,1.142720e-02
22,1,-1.347108e-01,-6.971999e-03,1.987405e-03
22,2,-3.134027e-02,8.403468e-02,2.710121e-03
22,3,-2.156160e-01,-3.627100e-01,7.765730e-03
22,4,-1.285891e-01,-5.653476e-01,8.446649e-02
22,5,-2.892100e-01,7.524702e-01,2.985121e-01
22,6,-2.588737e-01,-3.990555e-01,7.230344e-02
22,7,-1.817794e-02,-3.273477e-01,3.913424e-02
22,8,2.666996e-01,-3.718894e-01,2.650139e-02
22,9,1.564897e-01,-1.721415e+00,3.515208e-01
22,10,1.556833e-01,-1.810095e+00,1.724046e-01
22,11,2.111665e-01,3.123964e-01,1.421828e-01
22,12,-3.329053e-01,3.108365e+00,4.087167e-01
22,13,-2.936888e-01,2.786008e-01,1.638715e-01
22,14,-6.247987e-01,7.161400e-01,7.937899e-01
22,15,-7.802359e-02,1.463125e-02,6.301754e-03
22,16,-2.993769e-02,-2.380749e-02,1.463062e-03
22,17,-6.032640e-02,2.536233e-02,4.282522e-03
22,18,-2.366157e-01,6.255715e-02,5.990039e-02
22,19,2.333564e+00,2.722829e-01,9.178430e-01
23,0,1.149898e-01,6.562761e-02,1.142720e-02
23,1,4.441237e-02,2.181537e-02,1.987405e-03
23,2,-4.404303e-02,-7.937741e-02,2.710121e-03
23,3,-4.537843e-02,-1.854405e-02,2.403084e-03
23,4,-5.934758e-02,1.610585e-01,2.946199e-02
23,5,-2.602104e-01,4.502523e-01,2.704366e-01
23,6,-1.970740e-01,2.102153e-01,7.230344e-02
23,7,-1.713400e-01,-2.776467e-02,3.012828e-02
23,8,-3.661834e-01,7.975450e-02,2.650139e-02
23,9,-1.056539e-01,1.604765e+00,3.515208e-01
23,10,1.683732e-01,-7.504305e-01,1.724046e-01
23,11,3.455597e-01,2.356950e-01,1.421828e-01
23,12,1.125907e+00,3.098942e+00,4.087167e-01
23,13,-4.143673e-01,1.924265e-01,1.638715e-01
23,14,1.194805e-01,1.395948e+00,7.937899e-01
23,15,-1.251350e-02,3.507590e-02,1.386907e-03
23,16,-3.484629e-03,-5.064152e-02,1.463062e-03
23,17,-1.083534e-01,-2.497566e-02,4.282522e-03
23,18,-3.192962e-02,1.415119e-02,1.219757e-03
23,19,-1.241616e+00,3.802999e-01,9.178430e-01
